camera_id,district,department,nearest_station,camera_type,vendor,ownership,latitude,longitude,storage_type,retention_days,install_year,connectivity_status,is_synthetic
CAM01066,Kachchh West(Bhuj),Home Department - Police,Nirona,IP Bullet,Bosch,Government,23.466108,69.521531,Local NVR,30,2022,Active,TRUE
CAM01067,Kachchh West(Bhuj),Home Department - Police,Nirona,Analog PTZ,Hikvision,Government,23.46526,69.521799,Local NVR,30,2018,Active,TRUE
CAM01068,Kheda,Home Department - Police,Antarsumba,Analog Dome,Dahua,Government,23.053758,72.969051,Local NVR,30,2022,Active,TRUE
CAM01069,Kheda,Home Department - Police,Antarsumba,IP Bullet,Dahua,Government,23.054374,72.968343,Local NVR,15,2018,Active,TRUE
CAM01070,Kheda,Home Department - Police,Antarsumba,IP Bullet,Bosch,Government,23.05506,72.9684,Cloud,15,2022,Offline,TRUE
CAM01071,Kheda,Home Department - Police,Chaklashi,IP Dome,Honeywell,Government,22.651243,72.94968,Cloud,7,2018,Offline,TRUE
CAM01072,Kheda,Home Department - Police,Chaklashi,IP PTZ,Dahua,Government,22.650973,72.949468,Cloud,7,2017,Active,TRUE
CAM01073,Kheda,Home Department - Police,Chaklashi,Analog PTZ,Honeywell,Government,22.65128,72.949258,Cloud,7,2016,Active,TRUE
CAM01074,Kheda,Home Department - Police,Dakor,Analog Dome,Bosch,Government,22.752708,73.152306,Local NVR,30,2018,Active,TRUE
CAM01075,Kheda,Home Department - Police,Dakor,IP Bullet,CP Plus,Government,22.752704,73.152151,Local NVR,15,2019,Maintenance,TRUE
CAM01076,Kheda,Home Department - Police,Dakor,Analog Dome,CP Plus,Government,22.75229,73.15156,Local NVR,15,2020,Active,TRUE
CAM01077,Kheda,Home Department - Police,Kapadwanj Rural,Analog Dome,CP Plus,Government,23.003316,73.078054,Local NVR,30,2022,Maintenance,TRUE
CAM01078,Kheda,Home Department - Police,Kapadwanj Rural,Analog PTZ,Bosch,Government,23.00236,73.078289,Local NVR,30,2017,Active,TRUE
CAM01079,Kheda,Home Department - Police,Kapadwanj Town,IP PTZ,CP Plus,Government,23.026987,73.069437,Cloud,30,2018,Maintenance,TRUE
CAM01080,Kheda,Home Department - Police,Kapadwanj Town,Analog Dome,Hikvision,Government,23.026708,73.069618,Local NVR,30,2018,Active,TRUE
CAM01081,Kheda,Home Department - Police,Kapadwanj Town,Analog Dome,Dahua,Government,23.026315,73.069546,Cloud,30,2020,Active,TRUE
CAM01082,Kheda,Home Department - Police,Kathlal,Analog PTZ,Hikvision,Government,22.892885,72.987319,Cloud,30,2017,Active,TRUE
CAM01083,Kheda,Home Department - Police,Kathlal,Analog Dome,Hikvision,Government,22.892883,72.986245,Local NVR,7,2019,Active,TRUE
CAM01084,Kheda,Home Department - Police,Kathlal,IP PTZ,Dahua,Government,22.893295,72.987164,Local NVR,7,2023,Maintenance,TRUE
CAM01085,Kheda,Home Department - Police,Kheda Town,Analog PTZ,Bosch,Government,22.749187,72.685233,Local NVR,15,2018,Active,TRUE
CAM01086,Kheda,Home Department - Police,Kheda Town,IP Bullet,Bosch,Government,22.749317,72.68621,Local NVR,7,2023,Active,TRUE
CAM01087,Kheda,Home Department - Police,Limbasi,Analog Dome,Bosch,Government,22.613206,72.622136,Cloud,7,2017,Active,TRUE
CAM01088,Kheda,Home Department - Police,Limbasi,IP Bullet,CP Plus,Government,22.613332,72.622093,Cloud,30,2021,Offline,TRUE
CAM01089,Kheda,Home Department - Police,Mahemdavad,IP Dome,Bosch,Government,22.82017,72.756698,Local NVR,15,2024,Active,TRUE
CAM01090,Kheda,Home Department - Police,Mahemdavad,IP Bullet,CP Plus,Government,22.820451,72.7567,Local NVR,7,2022,Active,TRUE
CAM01091,Kheda,Home Department - Police,Mahila,Analog PTZ,CP Plus,Government,22.688289,72.860098,Cloud,7,2016,Active,TRUE
CAM01092,Kheda,Home Department - Police,Mahila,IP Bullet,Hikvision,Government,22.689694,72.861543,Local NVR,30,2018,Active,TRUE
CAM01093,Kheda,Home Department - Police,Mahudha,IP Bullet,Honeywell,Government,22.820036,72.93847,Local NVR,15,2025,Active,TRUE
CAM01094,Kheda,Home Department - Police,Mahudha,IP Bullet,Hikvision,Government,22.819873,72.937533,Local NVR,30,2021,Active,TRUE
CAM01095,Kheda,Home Department - Police,Mahudha,IP Dome,Dahua,Government,22.819477,72.937725,Local NVR,7,2019,Active,TRUE
CAM01096,Kheda,Home Department - Police,Matar,IP Dome,Honeywell,Government,22.709151,72.665019,Cloud,15,2023,Active,TRUE
CAM01097,Kheda,Home Department - Police,Matar,IP Bullet,Dahua,Government,22.709491,72.665404,Cloud,30,2022,Active,TRUE
CAM01098,Kheda,Home Department - Police,Nadiad Rural,Analog Dome,Bosch,Government,22.709228,72.664335,Local NVR,30,2025,Active,TRUE
CAM01099,Kheda,Home Department - Police,Nadiad Rural,IP Bullet,Hikvision,Government,22.709266,72.665,Cloud,15,2016,Active,TRUE
CAM01100,Kheda,Home Department - Police,Nadiad Rural,IP Dome,Hikvision,Government,22.709688,72.665095,Cloud,15,2025,Maintenance,TRUE
CAM01101,Kheda,Home Department - Police,Nadiad Rural,IP Dome,CP Plus,Government,22.708894,72.664005,Local NVR,30,2019,Active,TRUE
CAM01102,Kheda,Home Department - Police,Nadiad Town,Analog Dome,Bosch,Government,22.693957,72.858757,Local NVR,7,2016,Active,TRUE
CAM01103,Kheda,Home Department - Police,Nadiad Town,IP Bullet,Honeywell,Government,22.69498,72.858195,Cloud,30,2019,Active,TRUE
CAM01104,Kheda,Home Department - Police,Nadiad West,Analog Dome,Dahua,Government,22.690925,72.854773,Cloud,15,2022,Active,TRUE
CAM01105,Kheda,Home Department - Police,Nadiad West,IP Dome,CP Plus,Government,22.689788,72.855258,Cloud,7,2019,Active,TRUE
CAM01106,Kheda,Home Department - Police,Nadiad West,IP Bullet,Honeywell,Government,22.689985,72.855361,Cloud,15,2019,Maintenance,TRUE
CAM01107,Kheda,Home Department - Police,Nadiad West,IP PTZ,CP Plus,Government,22.690233,72.855672,Cloud,15,2019,Active,TRUE
CAM01108,Kheda,Home Department - Police,Thasra,IP PTZ,Hikvision,Government,22.79594,73.213189,Local NVR,15,2020,Maintenance,TRUE
CAM01109,Kheda,Home Department - Police,Thasra,Analog Dome,Bosch,Government,22.795435,73.212839,Cloud,15,2024,Active,TRUE
CAM01110,Kheda,Home Department - Police,Thasra,Analog PTZ,Honeywell,Government,22.796504,73.212814,Cloud,30,2017,Active,TRUE
CAM01111,Kheda,Home Department - Police,Thasra,Analog PTZ,Bosch,Government,22.795596,73.21288,Local NVR,7,2023,Active,TRUE
CAM01112,Kheda,Home Department - Police,Vaso,IP Dome,Hikvision,Government,22.665819,72.755043,Local NVR,15,2019,Maintenance,TRUE
CAM01113,Kheda,Home Department - Police,Vaso,IP PTZ,Bosch,Government,22.666198,72.756384,Local NVR,30,2021,Offline,TRUE
CAM01114,Kheda,Home Department - Police,Sevaliya,IP PTZ,Honeywell,Government,22.808263,73.34329,Cloud,7,2017,Maintenance,TRUE
CAM01115,Kheda,Home Department - Police,Sevaliya,Analog Dome,Bosch,Government,22.80925,73.344608,Local NVR,30,2021,Active,TRUE
CAM01116,Mahisagar,Home Department - Police,Bakor,IP Bullet,Bosch,Government,23.345263,73.603999,Cloud,15,2019,Active,TRUE
CAM01117,Mahisagar,Home Department - Police,Bakor,Analog Dome,Bosch,Government,23.345824,73.604398,Cloud,15,2020,Active,TRUE
CAM01118,Mahisagar,Home Department - Police,Bakor,IP Dome,Hikvision,Government,23.345653,73.604949,Cloud,30,2018,Maintenance,TRUE
CAM01119,Mahisagar,Home Department - Police,Bakor,Analog Dome,CP Plus,Government,23.345285,73.604291,Local NVR,7,2017,Maintenance,TRUE
CAM01120,Mahisagar,Home Department - Police,Balasinor,IP PTZ,Honeywell,Government,22.947834,73.330234,Local NVR,30,2024,Maintenance,TRUE
CAM01121,Mahisagar,Home Department - Police,Balasinor,IP Dome,Honeywell,Government,22.947943,73.330997,Local NVR,7,2017,Active,TRUE
CAM01122,Mahisagar,Home Department - Police,Balasinor,Analog PTZ,Hikvision,Government,22.947937,73.331007,Cloud,15,2022,Active,TRUE
CAM01123,Mahisagar,Home Department - Police,Ditwas,IP PTZ,Dahua,Government,23.418205,73.753741,Local NVR,7,2024,Active,TRUE
CAM01124,Mahisagar,Home Department - Police,Ditwas,IP PTZ,CP Plus,Government,23.418753,73.753755,Cloud,15,2019,Offline,TRUE
CAM01125,Mahisagar,Home Department - Police,Kadana,IP Bullet,Dahua,Government,23.283634,73.838276,Local NVR,15,2018,Offline,TRUE
CAM01126,Mahisagar,Home Department - Police,Kadana,Analog PTZ,Hikvision,Government,23.283497,73.839316,Local NVR,7,2017,Active,TRUE
CAM01127,Mahisagar,Home Department - Police,Kothamba,IP PTZ,Hikvision,Government,23.014427,73.522551,Cloud,7,2023,Active,TRUE
CAM01128,Mahisagar,Home Department - Police,Kothamba,IP Dome,Hikvision,Government,23.015164,73.52151,Cloud,30,2025,Active,TRUE
CAM01129,Mahisagar,Home Department - Police,Mahila,IP PTZ,Bosch,Government,23.12541,73.606613,Local NVR,30,2020,Maintenance,TRUE
CAM01130,Mahisagar,Home Department - Police,Mahila,Analog PTZ,CP Plus,Government,23.124931,73.606064,Local NVR,30,2021,Maintenance,TRUE
CAM01131,Mahisagar,Home Department - Police,Mahila,Analog PTZ,Hikvision,Government,23.125006,73.60494,Cloud,15,2021,Maintenance,TRUE
CAM01132,Mahisagar,Home Department - Police,Lunawada,Analog Dome,Hikvision,Government,23.126754,73.610485,Local NVR,30,2016,Active,TRUE
CAM01133,Mahisagar,Home Department - Police,Lunawada,Analog Dome,Bosch,Government,23.125913,73.609933,Cloud,7,2023,Active,TRUE
CAM01134,Mahisagar,Home Department - Police,Lunawada,Analog PTZ,Bosch,Government,23.12528,73.609468,Cloud,30,2016,Maintenance,TRUE
CAM01135,Mahisagar,Home Department - Police,Lunawada,Analog PTZ,Bosch,Government,23.12597,73.609923,Local NVR,30,2017,Active,TRUE
CAM01136,Mahisagar,Home Department - Police,Santrampur,Analog Dome,Honeywell,Government,23.194265,73.894581,Cloud,7,2018,Maintenance,TRUE
CAM01137,Mahisagar,Home Department - Police,Santrampur,IP PTZ,CP Plus,Government,23.195006,73.89403,Local NVR,7,2024,Maintenance,TRUE
CAM01138,Mahisagar,Home Department - Police,Santrampur,IP Bullet,Hikvision,Government,23.194765,73.893922,Cloud,15,2019,Active,TRUE
CAM01139,Mahisagar,Home Department - Police,Santrampur,Analog PTZ,CP Plus,Government,23.19386,73.89516,Local NVR,30,2022,Maintenance,TRUE
CAM01140,Mahisagar,Home Department - Police,Virpur,IP PTZ,Hikvision,Government,23.186529,73.473931,Local NVR,7,2024,Offline,TRUE
CAM01141,Mahisagar,Home Department - Police,Virpur,IP PTZ,Bosch,Government,23.187686,73.474768,Local NVR,7,2021,Active,TRUE
CAM01142,Mahisagar,Home Department - Police,Virpur,IP Dome,Dahua,Government,23.186773,73.474211,Cloud,30,2017,Active,TRUE
CAM01143,Mahisagar,Home Department - Police,Virpur,IP PTZ,Honeywell,Government,23.187338,73.473916,Cloud,15,2021,Active,TRUE
CAM01144,Mehsana,Home Department - Police,Bavalu,Analog PTZ,Dahua,Government,23.158358,72.311584,Cloud,30,2022,Offline,TRUE
CAM01145,Mehsana,Home Department - Police,Bavalu,Analog Dome,Bosch,Government,23.158457,72.310251,Local NVR,7,2016,Active,TRUE
CAM01146,Mehsana,Home Department - Police,Bavalu,IP Bullet,Honeywell,Government,23.158901,72.310959,Local NVR,7,2023,Active,TRUE
CAM01147,Mehsana,Home Department - Police,Bavalu,Analog PTZ,Honeywell,Government,23.158472,72.310615,Local NVR,30,2017,Active,TRUE
CAM01148,Mehsana,Home Department - Police,Becharaji,Analog PTZ,CP Plus,Government,23.498078,72.045561,Cloud,30,2016,Active,TRUE
CAM01149,Mehsana,Home Department - Police,Becharaji,IP PTZ,Bosch,Government,23.498814,72.043916,Local NVR,30,2018,Active,TRUE
CAM01150,Mehsana,Home Department - Police,Becharaji,IP PTZ,Bosch,Government,23.499337,72.044807,Local NVR,15,2021,Maintenance,TRUE
CAM01151,Mehsana,Home Department - Police,Kadi,Analog Dome,Bosch,Government,23.296595,72.327193,Cloud,7,2019,Active,TRUE
CAM01152,Mehsana,Home Department - Police,Kadi,Analog PTZ,Bosch,Government,23.296999,72.327729,Cloud,30,2016,Active,TRUE
CAM01153,Mehsana,Home Department - Police,Kheralu,IP Bullet,CP Plus,Government,23.883633,72.622124,Cloud,30,2018,Active,TRUE
CAM01154,Mehsana,Home Department - Police,Kheralu,IP Bullet,Bosch,Government,23.883032,72.623141,Local NVR,30,2017,Active,TRUE
CAM01155,Mehsana,Home Department - Police,Kheralu,IP Bullet,Hikvision,Government,23.884047,72.621773,Cloud,30,2023,Active,TRUE
CAM01156,Mehsana,Home Department - Police,Langhanaj,IP Bullet,Hikvision,Government,23.446544,72.490436,Cloud,7,2022,Maintenance,TRUE
CAM01157,Mehsana,Home Department - Police,Langhanaj,IP PTZ,Hikvision,Government,23.446643,72.491407,Local NVR,30,2018,Maintenance,TRUE
CAM01158,Mehsana,Home Department - Police,Langhanaj,IP Dome,Hikvision,Government,23.446258,72.491345,Cloud,7,2021,Active,TRUE
CAM01159,Mehsana,Home Department - Police,Langhanaj,IP Bullet,Hikvision,Government,23.446644,72.491373,Local NVR,15,2024,Active,TRUE
CAM01160,Mehsana,Home Department - Police,Mahila,Analog PTZ,Honeywell,Government,23.610783,72.391912,Cloud,7,2022,Active,TRUE
CAM01161,Mehsana,Home Department - Police,Mahila,IP Bullet,Bosch,Government,23.610571,72.392676,Cloud,15,2024,Offline,TRUE
CAM01162,Mehsana,Home Department - Police,Mahila,IP PTZ,Hikvision,Government,23.611928,72.39245,Cloud,7,2024,Active,TRUE
CAM01163,Mehsana,Home Department - Police,Mahila,IP Dome,Honeywell,Government,23.610782,72.392118,Local NVR,15,2018,Active,TRUE
CAM01164,Mehsana,Home Department - Police,Mehsana City A Divi,IP Dome,Honeywell,Government,23.602661,72.391656,Local NVR,7,2018,Active,TRUE
CAM01165,Mehsana,Home Department - Police,Mehsana City A Divi,Analog Dome,CP Plus,Government,23.604193,72.392196,Local NVR,30,2021,Active,TRUE
CAM01166,Mehsana,Home Department - Police,Mehsana City B Divi,Analog PTZ,Honeywell,Government,23.598547,72.37963,Local NVR,7,2024,Offline,TRUE
CAM01167,Mehsana,Home Department - Police,Mehsana City B Divi,Analog Dome,Honeywell,Government,23.598889,72.37849,Cloud,30,2021,Active,TRUE
CAM01168,Mehsana,Home Department - Police,Mehsana Taluka,IP Bullet,Dahua,Government,23.602902,72.393076,Cloud,7,2019,Offline,TRUE
CAM01169,Mehsana,Home Department - Police,Mehsana Taluka,IP Bullet,Honeywell,Government,23.60242,72.393714,Local NVR,7,2020,Offline,TRUE
CAM01170,Mehsana,Home Department - Police,Mehsana Taluka,IP PTZ,Bosch,Government,23.601885,72.393336,Cloud,15,2018,Maintenance,TRUE
CAM01171,Mehsana,Home Department - Police,Mehsana Taluka,IP Dome,Dahua,Government,23.603118,72.392907,Cloud,30,2019,Active,TRUE
CAM01172,Mehsana,Home Department - Police,Nandasan,IP Bullet,Bosch,Government,23.380314,72.408343,Cloud,15,2025,Maintenance,TRUE
CAM01173,Mehsana,Home Department - Police,Nandasan,IP Dome,Dahua,Government,23.379813,72.408601,Cloud,30,2019,Active,TRUE
CAM01174,Mehsana,Home Department - Police,Nandasan,IP Dome,Dahua,Government,23.380362,72.407598,Local NVR,15,2021,Active,TRUE
CAM01175,Mehsana,Home Department - Police,Nandasan,IP Dome,Bosch,Government,23.380695,72.407272,Cloud,15,2016,Active,TRUE
CAM01176,Mehsana,Home Department - Police,Santhal,Analog Dome,Bosch,Government,23.484462,72.256466,Cloud,30,2020,Active,TRUE
CAM01177,Mehsana,Home Department - Police,Santhal,Analog PTZ,Honeywell,Government,23.485407,72.256713,Cloud,7,2024,Active,TRUE
CAM01178,Mehsana,Home Department - Police,Satlasana,Analog Dome,Honeywell,Government,24.025342,72.791725,Local NVR,15,2021,Offline,TRUE
CAM01179,Mehsana,Home Department - Police,Satlasana,IP Bullet,CP Plus,Government,24.023868,72.791041,Cloud,15,2024,Offline,TRUE
CAM01180,Mehsana,Home Department - Police,Satlasana,IP Bullet,Honeywell,Government,24.024962,72.791119,Local NVR,30,2021,Maintenance,TRUE
CAM01181,Mehsana,Home Department - Police,Unjha,Analog Dome,Dahua,Government,23.809591,72.395406,Local NVR,15,2023,Offline,TRUE
CAM01182,Mehsana,Home Department - Police,Unjha,Analog PTZ,Hikvision,Government,23.810496,72.396355,Local NVR,15,2019,Active,TRUE
CAM01183,Mehsana,Home Department - Police,Vadnagar,IP Dome,CP Plus,Government,23.784639,72.629359,Cloud,7,2019,Active,TRUE
CAM01184,Mehsana,Home Department - Police,Vadnagar,IP PTZ,Honeywell,Government,23.784494,72.630108,Cloud,15,2016,Maintenance,TRUE
CAM01185,Mehsana,Home Department - Police,Vasai,IP Dome,Bosch,Government,23.543435,72.557578,Cloud,30,2024,Active,TRUE
CAM01186,Mehsana,Home Department - Police,Vasai,Analog Dome,Dahua,Government,23.543842,72.557703,Cloud,30,2022,Offline,TRUE
CAM01187,Mehsana,Home Department - Police,Vasai,IP Bullet,Honeywell,Government,23.543433,72.556436,Cloud,7,2023,Active,TRUE
CAM01188,Mehsana,Home Department - Police,Vasai,IP Dome,Bosch,Government,23.542863,72.5566,Local NVR,15,2021,Active,TRUE
CAM01189,Mehsana,Home Department - Police,Vijapur,Analog Dome,Hikvision,Government,23.567597,72.74837,Local NVR,15,2019,Maintenance,TRUE
CAM01190,Mehsana,Home Department - Police,Vijapur,IP PTZ,CP Plus,Government,23.566379,72.748146,Local NVR,30,2025,Offline,TRUE
CAM01191,Mehsana,Home Department - Police,Vijapur,Analog Dome,Bosch,Government,23.567337,72.747826,Cloud,15,2023,Active,TRUE
CAM01192,Mehsana,Home Department - Police,Visnagar City,IP Dome,Dahua,Government,23.699453,72.54572,Cloud,15,2017,Active,TRUE
CAM01193,Mehsana,Home Department - Police,Visnagar City,IP Dome,Honeywell,Government,23.69864,72.545958,Cloud,15,2019,Active,TRUE
CAM01194,Mehsana,Home Department - Police,Visnagar City,IP Bullet,Bosch,Government,23.700268,72.545195,Local NVR,15,2020,Active,TRUE
CAM01195,Mehsana,Home Department - Police,Visnagar City,Analog PTZ,Hikvision,Government,23.69928,72.546789,Local NVR,30,2024,Maintenance,TRUE
CAM01196,Mehsana,Home Department - Police,Visnagar Taluka,Analog PTZ,CP Plus,Government,23.695382,72.552304,Cloud,7,2016,Active,TRUE
CAM01197,Mehsana,Home Department - Police,Visnagar Taluka,IP Dome,CP Plus,Government,23.695202,72.551669,Cloud,15,2021,Active,TRUE
CAM01198,Mehsana,Home Department - Police,Modhera,Analog PTZ,Bosch,Government,23.582388,72.13936,Local NVR,7,2018,Active,TRUE
CAM01199,Mehsana,Home Department - Police,Modhera,IP Bullet,Dahua,Government,23.583354,72.139797,Cloud,30,2018,Active,TRUE
CAM01200,Mehsana,Home Department - Police,Unava,IP Dome,Bosch,Government,23.762301,72.358926,Local NVR,15,2025,Active,TRUE
CAM01201,Mehsana,Home Department - Police,Unava,Analog Dome,CP Plus,Government,23.761955,72.35968,Cloud,7,2019,Active,TRUE
CAM01202,Mehsana,Home Department - Police,Ladol,IP PTZ,CP Plus,Government,23.624351,72.735619,Local NVR,30,2019,Active,TRUE
CAM01203,Mehsana,Home Department - Police,Ladol,IP Bullet,Honeywell,Government,23.624057,72.734733,Cloud,7,2018,Active,TRUE
CAM01204,Morbi,Home Department - Police,Halvad,IP Bullet,Bosch,Government,23.013075,71.202942,Cloud,30,2019,Active,TRUE
CAM01205,Morbi,Home Department - Police,Halvad,Analog Dome,Dahua,Government,23.012517,71.202541,Cloud,7,2022,Active,TRUE
CAM01206,Morbi,Home Department - Police,Maliya Miyana,Analog PTZ,Hikvision,Government,23.093153,70.758674,Local NVR,15,2016,Active,TRUE
CAM01207,Morbi,Home Department - Police,Maliya Miyana,Analog PTZ,Hikvision,Government,23.093987,70.759037,Cloud,7,2019,Active,TRUE
CAM01208,Morbi,Home Department - Police,Maliya Miyana,Analog PTZ,Bosch,Government,23.092384,70.759097,Local NVR,30,2019,Active,TRUE
CAM01209,Morbi,Home Department - Police,Morbi City A Div,Analog PTZ,Dahua,Government,22.813076,70.836557,Cloud,7,2021,Active,TRUE
CAM01210,Morbi,Home Department - Police,Morbi City A Div,Analog PTZ,Dahua,Government,22.813972,70.836237,Local NVR,30,2018,Offline,TRUE
CAM01211,Morbi,Home Department - Police,Morbi City A Div,IP Bullet,Honeywell,Government,22.813695,70.835519,Local NVR,7,2020,Active,TRUE
CAM01212,Morbi,Home Department - Police,Morbi City B Div,Analog Dome,CP Plus,Government,22.835337,70.852068,Cloud,30,2016,Maintenance,TRUE
CAM01213,Morbi,Home Department - Police,Morbi City B Div,Analog Dome,Dahua,Government,22.83587,70.85112,Local NVR,30,2024,Maintenance,TRUE
CAM01214,Morbi,Home Department - Police,Morbi Taluka,IP Bullet,Bosch,Government,22.824349,70.8466,Local NVR,30,2018,Active,TRUE
CAM01215,Morbi,Home Department - Police,Morbi Taluka,IP PTZ,Hikvision,Government,22.825,70.84713,Local NVR,15,2017,Offline,TRUE
CAM01216,Morbi,Home Department - Police,Tankara,IP Bullet,Dahua,Government,22.658365,70.746183,Cloud,30,2020,Active,TRUE
CAM01217,Morbi,Home Department - Police,Tankara,IP PTZ,Honeywell,Government,22.658371,70.747132,Cloud,7,2022,Maintenance,TRUE
CAM01218,Morbi,Home Department - Police,Tankara,IP PTZ,Honeywell,Government,22.658292,70.746574,Local NVR,7,2022,Active,TRUE
CAM01219,Morbi,Home Department - Police,Tankara,IP Dome,Honeywell,Government,22.656947,70.746912,Local NVR,30,2025,Offline,TRUE
CAM01220,Morbi,Home Department - Police,Wankaner City,Analog Dome,Hikvision,Government,22.608179,70.948979,Cloud,7,2020,Active,TRUE
CAM01221,Morbi,Home Department - Police,Wankaner City,Analog PTZ,CP Plus,Government,22.608593,70.949107,Local NVR,7,2018,Active,TRUE
CAM01222,Morbi,Home Department - Police,Wankaner City,IP Dome,Dahua,Government,22.609414,70.94896,Local NVR,15,2017,Active,TRUE
CAM01223,Morbi,Home Department - Police,Wankaner Taluka,IP PTZ,Honeywell,Government,22.609228,70.949948,Local NVR,15,2018,Active,TRUE
CAM01224,Morbi,Home Department - Police,Wankaner Taluka,IP Bullet,Dahua,Government,22.608764,70.949492,Cloud,15,2021,Active,TRUE
CAM01225,Morbi,Home Department - Police,Wankaner Taluka,IP Dome,Bosch,Government,22.608604,70.951235,Local NVR,30,2025,Offline,TRUE
CAM01226,Morbi,Home Department - Police,Wankaner Taluka,Analog PTZ,Dahua,Government,22.608629,70.950943,Cloud,30,2019,Maintenance,TRUE
CAM01227,Morbi,Home Department - Police,Mahila,Analog PTZ,CP Plus,Government,22.811815,70.837776,Local NVR,7,2022,Maintenance,TRUE
CAM01228,Morbi,Home Department - Police,Mahila,IP Bullet,Honeywell,Government,22.811339,70.836795,Local NVR,30,2018,Active,TRUE
CAM01229,Narmada,Home Department - Police,Dediapada,IP PTZ,Honeywell,Government,21.627141,73.588007,Cloud,7,2018,Active,TRUE
CAM01230,Narmada,Home Department - Police,Dediapada,IP Dome,Honeywell,Government,21.626763,73.58789,Cloud,30,2022,Active,TRUE
CAM01231,Narmada,Home Department - Police,Dediapada,IP Dome,Hikvision,Government,21.627719,73.588129,Cloud,7,2016,Active,TRUE
CAM01232,Narmada,Home Department - Police,Dediapada,IP Dome,Hikvision,Government,21.628019,73.587931,Cloud,30,2025,Active,TRUE
CAM01233,Narmada,Home Department - Police,Garudeshwar,IP PTZ,CP Plus,Government,21.889046,73.653957,Local NVR,15,2025,Maintenance,TRUE
CAM01234,Narmada,Home Department - Police,Garudeshwar,Analog Dome,Hikvision,Government,21.889171,73.653807,Cloud,7,2020,Active,TRUE
CAM01235,Narmada,Home Department - Police,Garudeshwar,IP Bullet,Hikvision,Government,21.889873,73.653891,Cloud,7,2022,Active,TRUE
CAM01236,Narmada,Home Department - Police,Garudeshwar,IP Bullet,Bosch,Government,21.889662,73.653971,Cloud,15,2020,Active,TRUE
CAM01237,Narmada,Home Department - Police,Kevadiya,Analog PTZ,Hikvision,Government,21.883182,73.69403,Local NVR,7,2020,Active,TRUE
CAM01238,Narmada,Home Department - Police,Kevadiya,Analog Dome,CP Plus,Government,21.88444,73.693964,Cloud,15,2016,Offline,TRUE
CAM01239,Narmada,Home Department - Police,Mahila,Analog PTZ,Honeywell,Government,21.873148,73.503956,Local NVR,15,2018,Active,TRUE
CAM01240,Narmada,Home Department - Police,Mahila,Analog PTZ,Hikvision,Government,21.872557,73.503632,Cloud,7,2021,Active,TRUE
CAM01241,Narmada,Home Department - Police,Mahila,IP Dome,Hikvision,Government,21.872645,73.503436,Local NVR,30,2023,Active,TRUE
CAM01242,Narmada,Home Department - Police,Rajpipla(Nandod),IP PTZ,Dahua,Government,21.872232,73.504524,Local NVR,15,2018,Maintenance,TRUE
CAM01243,Narmada,Home Department - Police,Rajpipla(Nandod),Analog PTZ,CP Plus,Government,21.872935,73.504484,Cloud,15,2025,Maintenance,TRUE
CAM01244,Narmada,Home Department - Police,Sagbara,Analog Dome,CP Plus,Government,21.544006,73.791281,Local NVR,7,2024,Offline,TRUE
CAM01245,Narmada,Home Department - Police,Sagbara,IP Dome,CP Plus,Government,21.544398,73.791269,Local NVR,7,2019,Active,TRUE
CAM01246,Narmada,Home Department - Police,Sagbara,IP PTZ,CP Plus,Government,21.5449,73.790351,Cloud,7,2024,Active,TRUE
CAM01247,Narmada,Home Department - Police,Sagbara,Analog PTZ,Bosch,Government,21.543761,73.791849,Cloud,30,2018,Maintenance,TRUE
CAM01248,Narmada,Home Department - Police,Tilakwada,IP Dome,CP Plus,Government,21.949746,73.58917,Local NVR,30,2018,Active,TRUE
CAM01249,Narmada,Home Department - Police,Tilakwada,IP Dome,Honeywell,Government,21.95062,73.58953,Cloud,15,2016,Offline,TRUE
CAM01250,Narmada,Home Department - Police,Amletha,IP Bullet,Hikvision,Government,21.83813,73.422565,Cloud,30,2017,Maintenance,TRUE
CAM01251,Narmada,Home Department - Police,Amletha,Analog Dome,Dahua,Government,21.838345,73.422236,Local NVR,15,2018,Active,TRUE
CAM01252,Navsari,Home Department - Police,Bilimora,IP Dome,CP Plus,Government,20.766991,72.963752,Cloud,30,2020,Active,TRUE
CAM01253,Navsari,Home Department - Police,Bilimora,IP Dome,Bosch,Government,20.766672,72.962813,Local NVR,30,2018,Maintenance,TRUE
CAM01254,Navsari,Home Department - Police,Bilimora,Analog Dome,Dahua,Government,20.766581,72.963994,Cloud,15,2025,Active,TRUE
CAM01255,Navsari,Home Department - Police,Chikhli,IP Bullet,Bosch,Government,20.759163,73.062538,Cloud,7,2018,Maintenance,TRUE
CAM01256,Navsari,Home Department - Police,Chikhli,Analog Dome,Hikvision,Government,20.757742,73.062942,Local NVR,15,2024,Active,TRUE
CAM01257,Navsari,Home Department - Police,Chikhli,IP Bullet,Hikvision,Government,20.758586,73.062328,Local NVR,30,2022,Maintenance,TRUE
CAM01258,Navsari,Home Department - Police,Dholai Marin,Analog Dome,Dahua,Government,20.737425,72.898913,Cloud,7,2021,Active,TRUE
CAM01259,Navsari,Home Department - Police,Dholai Marin,Analog Dome,Hikvision,Government,20.737232,72.898917,Local NVR,7,2019,Offline,TRUE
CAM01260,Navsari,Home Department - Police,Gandevi,IP Dome,Honeywell,Government,20.811599,72.995368,Cloud,30,2020,Maintenance,TRUE
